iteration,time
0,30.658
1,24.86
2,24.858
3,24.96
4,24.998
5,25.066
6,25.031
7,25.15
8,25.102
9,26.555
10,25.312
11,25.37
12,25.344
13,25.362
14,25.419
15,25.393
16,25.402
17,25.44
18,25.457
19,25.452
20,25.619
21,25.493
22,25.518
23,25.511
24,25.486
25,25.485
26,25.595
27,25.609
28,25.563
29,25.691
